job_title,company,location,salary,date,url
general construction supervisor,GDK DRYWALL LTD,Surrey (BC),$38.50 hourly,"May 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49513932?source=searchresults
carpenter,SilverLine Exterior Solutions,Port Coquitlam (BC),$37.00 hourly,"May 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49539328?source=searchresults
carpenter,Boas Construction Ltd.,Port Coquitlam (BC),$37.00 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49355597?source=searchresults
residential door installer,CNT construction. LTD,Langley (BC),$28.00 hourly,"April 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49355238?source=searchresults
concrete forms carpenter,Harisar Construction Ltd,Surrey (BC),$32.00 hourly,"March 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49197368?source=searchresults
ironworker helper,Pyramid Steel Ltd.,Surrey (BC),$26.00 hourly,"March 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49102800?source=searchresults
heavy equipment operator,Habanero Landscape Solutions,Victoria (BC),$32.00 hourly,"March 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49588734?source=searchresults
carpenter,S.H SIDING & ROOFING LTD,Surrey (BC),$31.50 hourly,"May 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49545608?source=searchresults
"carpenter, concrete forms",Two Pillars Construction Ltd.,Surrey (BC),$32.00 to $36.60 hourly (to be negotiated),"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49132648?source=searchresults
carpenter,"PR Pomeroy Restoration & Construction (BC) Inc,",Coquitlam (BC),$36.60 hourly,"March 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49146728?source=searchresults
electrician,A-Z ELECTRICAL SERVICES LTD,Delta (BC),$36.60 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49553008?source=searchresults
carpenter,prokaso construction ltd,Surrey (BC),$30.00 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49139308?source=searchresults
general construction supervisor,DIAMONDCUT CUTTING AND CORING LTD.,Surrey (BC),$38.50 hourly,"May 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49505412?source=searchresults
apprentice carpenter,Island Heights Construction Ltd.,Nanaimo (BC),$20.00 to $35.00 hourly (to be negotiated),"March 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49127449?source=searchresults
roofers and shinglers supervisor,Mack Kirk Industries Ltd,Langley (BC),$37.50 hourly,"May 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49608143?source=searchresults
carpenter,Spani Developments Ltd,Sechelt (BC),$30.00 to $35.00 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49521871?source=searchresults
carpenter,Shoesmith Construction Ltd.,Fernie (BC),$38.00 hourly,"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49184493?source=searchresults
"carpenter, framing",Sungrove Construction Ltd.,Surrey (BC),$32.00 hourly,"March 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49047900?source=searchresults
general supervisor - building construction,APCON CONSTRUCTION GROUP OF COMPANIES LTD.,Surrey (BC),$42.00 hourly,"March 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49175230?source=searchresults
drywall sander,DREAM CATCHER DRYWALL LTD.,Surrey (BC),$25.75 hourly,"April 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49346961?source=searchresults
window and door service technician,Centra Windows,Langley (BC),$27.00 to $29.00 hourly (to be negotiated),"March 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49185848?source=searchresults
carpenter,Dhiman Finishing Carpentry Ltd,Surrey (BC),$37.00 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49524093?source=searchresults
concrete pump operator,Sams Concrete Company,Richmond (BC),$36.70 to $40.00 hourly (to be negotiated),"February 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49017873?source=searchresults
carpenter,Sunrise Projects Ltd.,Burnaby (BC),$37.00 hourly,"February 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48980911?source=searchresults
electrician,Lightning Voltage Electrical Ltd,Surrey (BC),$36.60 hourly,"February 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49117482?source=searchresults
glazier,Sunco Glass Ltd.,Kelowna (BC),$20.00 to $45.00 hourly,"May 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49583736?source=searchresults
civil engineering technician,District of Saanich,Saanich (BC),$51.28 hourly,"May 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49566894?source=searchresults
carpenter,Quick Work Construction Ltd,Surrey (BC),$36.60 hourly,"April 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49401547?source=searchresults
"installer, windows",maple drywall ltd,Surrey (BC),$37.00 hourly,"May 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49458724?source=searchresults
carpenter,Island Heights Construction Ltd.,Nanaimo (BC),$20.00 to $35.00 hourly (to be negotiated),"March 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49127448?source=searchresults
electrician,I Will Electric Ltd.,Delta (BC),$29.50 hourly,"April 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49311817?source=searchresults
carpenter,RAPID ROLLER RECONSTRUCTION INC,Langford (BC),$36.60 hourly,"May 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49505921?source=searchresults
siding installer,Awesome Drywall Ltd.,Surrey (BC),$28.10 hourly,"May 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49514403?source=searchresults
electrician,Electrico Systems LTD,Surrey (BC),$36.60 hourly,"March 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49179046?source=searchresults
civil engineering technologist,Township of Esquimalt,Esquimalt (BC),$40.11 hourly,"May 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49611661?source=searchresults
"fabricator, metal",P.K. Metal Works,Surrey (BC),$37.00 hourly,"June 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49661312?source=searchresults
apprentice carpenter,Timco Fine Carpentry,Powell River (BC),$32.00 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49552353?source=searchresults
electrician,Peak Electric ltd,Whistler (BC),$40.00 to $45.00 hourly (to be negotiated),"May 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49478424?source=searchresults
carpenter,Swarn Construction Inc.,Delta (BC),$37.80 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49394393?source=searchresults
building maintenance supervisor,Versatile Building Maintenance,Maple Ridge (BC),$37.50 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49550240?source=searchresults
civil engineering design technologist,Westridge Engineering & Consulting Ltd,Surrey (BC),$45.75 hourly,"April 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49228942?source=searchresults
carpenter lead hand,POLAR EXTERIOR INC.,Port Coquitlam (BC),$37.00 hourly,"March 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49103874?source=searchresults
carpenter,Northstone Concrete,Chilliwack (BC),$30.00 to $35.00 hourly,"June 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49660916?source=searchresults
construction general manager,WESPAC MECHANICAL LTD.,Delta (BC),$58.00 hourly,"May 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49492766?source=searchresults
civil engineering technician,KEYPLAN Measuring Inc.,Surrey (BC),$38.00 hourly,"March 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49180699?source=searchresults
electrician,Rising Edge Group,Kelowna (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49647487?source=searchresults
electrician,Rising Edge Group,Kamloops (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648071?source=searchresults
electrician,Rising Edge Group,Terrace (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648124?source=searchresults
electrician,Rising Edge Group,Cranbrook (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648329?source=searchresults
electrician,Rising Edge Group,Prince George (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648401?source=searchresults
electrician,Rising Edge Group,Prince George (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648449?source=searchresults
electrician,Rising Edge Group,Terrace (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648459?source=searchresults
electrician,Rising Edge Group,Kelowna (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648604?source=searchresults
electrician,Rising Edge Group,Cranbrook (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648650?source=searchresults
electrician,Rising Edge Group,Fort St. John (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648659?source=searchresults
electrician,Rising Edge Group,Kamloops (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648740?source=searchresults
electrician,Rising Edge Group,Fort St. John (BC),$47.43 hourly,"May 23, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49648775?source=searchresults
excavation labourer,A & A EXCAVATING LTD.,Burnaby (BC),$22.00 to $29.92 hourly (to be negotiated),"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49519778?source=searchresults
heavy equipment operator,Aldridge Stone Ltd.,Cranbrook (BC),$30.00 to $35.00 hourly,"May 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49611855?source=searchresults
siding installer,Elite M&D Homes Ltd,Surrey (BC),$28.00 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49395567?source=searchresults
carpenter,Singh Framing Ltd.,Chilliwack (BC),$36.60 hourly,"March 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49074127?source=searchresults
painter,Empress Painting Ltd,Victoria (BC),$20.00 to $30.00 hourly,"May 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49553232?source=searchresults
carpenter,Wander Homes & Consulting Ltd,Surrey (BC),$36.70 hourly,"May 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49557286?source=searchresults
"project manager, construction",Village of Cumberland,Cumberland (BC),"$90,000.00 annually","May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49520848?source=searchresults
plumber helper,Mainland Plumbing and Heating Ltd,Coquitlam (BC),$25.00 hourly,"March 31, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49198936?source=searchresults
carpenter,Manj Drywall Services,Surrey (BC),$32.25 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49523158?source=searchresults
carpenter,GREAT MANN CONSTRUCTION LTD,Delta (BC),$28.85 to $31.00 hourly (to be negotiated),"April 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49206320?source=searchresults
general construction labourer,Sierra Stone Kootenays,Cranbrook (BC),$27.49 hourly,"May 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49540407?source=searchresults
construction painters supervisor,Daizen Joinery Ltd.,Kamloops (BC),$37.50 hourly,"May 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49465570?source=searchresults
electrician,Sunset Electric Ltd,Vancouver (BC),$45.00 hourly,"April 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49211283?source=searchresults
framer-carpenter,R.S.D FRAMING & FORMING LTD.,Surrey (BC),$36.65 hourly,"May 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49494191?source=searchresults
drywall installer supervisor,BHANDAL CONTRACTORS (2011) INC,Vancouver (BC),$37.50 hourly,"May 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49505418?source=searchresults
carpenter,Bassi Brothers Framing (2011) Ltd.,Surrey (BC),$37.50 hourly,"May 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49469859?source=searchresults
framing carpenter,M.V.R. CONSTRUCTION LTD.,Abbotsford (BC),$42.00 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49030446?source=searchresults
steel framer - carpentry,Feedback Construction Ltd,New Westminster (BC),$37.00 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49029876?source=searchresults
residential construction supervisor,NOOR CONTRUCTION INC,Nanaimo (BC),$40.25 hourly,"May 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49451413?source=searchresults
millwright,Goldwood,Richmond (BC),$36.00 to $46.54 hourly (to be negotiated),"March 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49043420?source=searchresults
carpenter helper,Nuframe Group,Surrey (BC),$25.00 hourly,"May 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49575126?source=searchresults
plumber helper,Canadian Plumbing Systems,Port Coquitlam (BC),$27.00 hourly,"May 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49492692?source=searchresults
pipelayer,City of Kelowna,Kelowna (BC),$36.33 hourly,"May 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49521317?source=searchresults
wiring electrician,G N Electric Ltd.,Delta (BC),$36.60 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49422404?source=searchresults
painters and decorators supervisor,Osorto's Painting,Maple Ridge (BC),$37.50 hourly,"April 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49417481?source=searchresults
form carpenter,Moba Contracting Ltd.,Burnaby (BC),$36.60 hourly,"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49132656?source=searchresults
carpenter,Aspen Sundecks,Coquitlam (BC),$40.00 hourly,"February 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48940906?source=searchresults
building inspector,District of Sechelt,Sechelt (BC),$42.22 hourly,"June 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49659560?source=searchresults
civil engineering technician,City of Kamloops,Kamloops (BC),$50.45 hourly,"June 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49659571?source=searchresults
construction painters supervisor,XYZ Painting,Delta (BC),$32.00 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49394749?source=searchresults
project executive – construction,XYZ Painting,Delta (BC),$51.28 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49394756?source=searchresults
construction painters supervisor,Circle Restoration,Burnaby (BC),$37.50 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49394392?source=searchresults
Construction site supervisor,Umbrella Property Services,Vancouver (BC),$37.50 hourly,"April 24, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49394396?source=searchresults
general construction supervisor,Star Eagle Drywall Ltd.,Surrey (BC),$41.50 hourly,"April 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49305130?source=searchresults
construction painters supervisor,TULEK ENTERPRISES LTD,Coquitlam (BC),$37.50 hourly,"April 11, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49291258?source=searchresults
general construction supervisor,NEW DREAM LANDSCAPING LTD.,Surrey (BC),$37.50 hourly,"April 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49268453?source=searchresults
general construction supervisor,Excellence Excavating Ltd,Surrey (BC),$41.00 hourly,"April 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49250131?source=searchresults
construction general manager,Active Fire & Safety Services Ltd.,Surrey (BC),"$102,000.00 annually","April 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49211624?source=searchresults
construction painters supervisor,Westridge Painting & Coating Ltd,Surrey (BC),$36.70 hourly,"March 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49145681?source=searchresults
Construction site supervisor,Must' Art Interior,Port Coquitlam (BC),$37.50 hourly,"March 19, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49136008?source=searchresults
construction painters supervisor,Loba Solutions Ltd,Burnaby (BC),$36.00 to $38.00 hourly (to be negotiated),"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49132713?source=searchresults
construction painters supervisor,New York Painting and coating ltd.,Surrey (BC),$38.00 hourly,"March 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49504238?source=searchresults
general construction supervisor,Hurricane Rebar & Waterproofing Ltd,Surrey (BC),$36.65 hourly,"March 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49104467?source=searchresults
painting supervisor - construction,NEOD Contracting ltd.,Vancouver (BC),$37.50 hourly,"March 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49036599?source=searchresults
cost estimator - construction,Hayer Demolition Ltd,Richmond (BC),"$80,000.00 annually","March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49434692?source=searchresults
Construction site supervisor,Shoreline Excavations Ltd.,Surrey (BC),$37.00 hourly,"February 25, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49004825?source=searchresults
construction electrician helper,PTRS Painting Ltd,Port Coquitlam (BC),$25.00 to $38.00 hourly (to be negotiated),"February 21, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48985002?source=searchresults
construction labourer and helper,A&D Coastal Plumbing and Heating Inc.,Maple Ridge (BC),$29.00 hourly,"February 20, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48979664?source=searchresults
Construction site supervisor,Kore Irrigation,Surrey (BC),$37.50 hourly,"February 17, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49476115?source=searchresults
residential construction supervisor,OG ENTERPRISE LTD.,Abbotsford (BC),$39.00 hourly,"February 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48953699?source=searchresults
carpenter,CARION CONSTRUCTION LTD,Delta (BC),$32.12 hourly,"April 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49228248?source=searchresults
carpenter,Kelowna Finish Carpentry Inc.,Kelowna (BC),$36.60 hourly,"May 22, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49566501?source=searchresults
carpenter,SUPERLATIVE DEVELOPMENTZ LTD.,Surrey (BC),$36.60 hourly,"March 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49036121?source=searchresults
civil engineering technologist,City of Courtenay,Courtenay (BC),$40.33 hourly,"May 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49605575?source=searchresults
siding installer,Pinewood Construction Ltd,Surrey (BC),$27.00 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49655468?source=searchresults
carpenter,JJ Construction,Surrey (BC),$37.00 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49655569?source=searchresults
framer-carpenter,BARAICH CONSTRUCTION LTD.,Surrey (BC),$37.00 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49655610?source=searchresults
carpenter,Endline constructions Ltd,Surrey (BC),$37.00 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49652879?source=searchresults
"foreman/woman, finish carpenters",Mercroft Construction Ltd.,Port Coquitlam (BC),$38.00 to $43.00 hourly (to be negotiated),"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49650568?source=searchresults
carpenter,AKAY CONSTRUCTION LTD,Abbotsford (BC),$37.00 hourly,"June 04, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49649979?source=searchresults
carpenter,VA Pro Exterior,Burnaby (BC),$38.00 hourly,"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49132283?source=searchresults
painters and decorators supervisor,Vanta Pacific Development Corp,Sechelt (BC),$37.50 hourly,"March 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49083266?source=searchresults
electrician,fourteen electrical ltd,Surrey (BC),$37.00 hourly,"February 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49013418?source=searchresults
plastering supervisor,Next Zen Stucco Ltd.,Surrey (BC),$37.75 hourly,"February 14, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48946535?source=searchresults
steel stud framer - carpentry,Touchstar Construction Ltd.,Surrey (BC),$36.60 hourly,"June 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49645309?source=searchresults
carpenter,Echelon Exteriors,Campbell River (BC),$36.60 hourly,"May 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49493050?source=searchresults
carpenter,Intense Interior Ltd,Abbotsford (BC),$38.60 hourly,"May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49496372?source=searchresults
carpenter,LA Contracting ltd.,Delta (BC),$25.00 to $31.50 hourly (to be negotiated),"April 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49233753?source=searchresults
steel stud framer - carpentry,Righton Construction Ltd,Surrey (BC),$36.60 hourly,"June 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49637480?source=searchresults
"CEO (chief executive officer) - goods production, utilities, transportation and construction",FCS Can,Delta (BC),$57.71 hourly,"March 16, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49588137?source=searchresults
pipelayer operator,Accord Contracting,Aldergrove (BC),$37.00 hourly,"May 09, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49494176?source=searchresults
electrician,City of Vancouver,Vancouver (BC),$48.61 hourly,"May 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49612473?source=searchresults
carpenter,Edge Vancouver Construction Group Ltd.,Vancouver (BC),$37.00 hourly,"April 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49299555?source=searchresults
carpenter,Bath & Gill Construction Company,Abbotsford (BC),$36.60 hourly,"March 02, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49031231?source=searchresults
carpenter,MN FRAMING LTD.,Vancouver (BC),$37.00 hourly,"May 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49478847?source=searchresults
carpenter,IK ONKAR ENTERPRISE LTD.,Kelowna (BC),$36.60 hourly,"May 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49478427?source=searchresults
metal fabricator,City of Vancouver,Vancouver (BC),$48.61 hourly,"May 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49610822?source=searchresults
carpenter,SSB Enterprises Ltd.,Surrey (BC),$37.00 hourly,"April 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49206036?source=searchresults
carpenter,A & I Enterprises Ltd.,Surrey (BC),$37.00 hourly,"March 31, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49200021?source=searchresults
kitchen cabinet installer,Crystal Kitchens Ltd.,Surrey (BC),$36.60 hourly,"March 10, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49081462?source=searchresults
carpenter,Grandt Contracting LTD,Kelowna (BC),$31.25 hourly,"March 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49048972?source=searchresults
carpenter supervisor,Kans Exteriors Ltd,Maple Ridge (BC),$38.00 hourly,"February 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/48935888?source=searchresults
painter,Greenzpainting,Victoria (BC),$24.00 to $35.00 hourly,"May 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49507520?source=searchresults
carpenter,NK Construction Ltd.,Surrey (BC),$25.00 hourly,"May 30, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49618601?source=searchresults
carpenter,Advanced Framing Solutions Ltd.,Maple Ridge (BC),$28.00 hourly,"May 12, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49498302?source=searchresults
carpenter,Try Angle Siding Ltd,Surrey (BC),$30.00 hourly,"March 18, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49134879?source=searchresults
carpenter,4MAU CARPENTRY LTD.,Surrey (BC),$31.50 hourly,"February 26, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49010944?source=searchresults
framer-carpenter,Emm Tee Construction Ltd.,Surrey (BC),$32.00 to $38.00 hourly (to be negotiated),"April 08, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49514269?source=searchresults
carpenter,Canamex Staffing West Coast,Surrey (BC),$37.00 hourly,"May 13, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49507125?source=searchresults
heavy equipment operator,PSI Concrete Pumping,Abbotsford (BC),$36.75 hourly,"February 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49017026?source=searchresults
steel stud framer - carpentry,TOWNSCAPE CONTRACTING LTD.,Surrey (BC),$37.00 hourly,"April 27, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49407085?source=searchresults
carpenter,REDFLY CONSTRUCTION LTD.,Surrey (BC),$30.00 to $37.00 hourly (to be negotiated),"May 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49610216?source=searchresults
carpenter,Nanak's Industries Ltd.,Surrey (BC),$37.00 hourly,"March 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49187622?source=searchresults
framer-carpenter,SR 71 CONSTRUCTION LTD.,Surrey (BC),$36.75 hourly,"June 07, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49665645?source=searchresults
carpenter,Essence Properties (1) Inc.,Surrey (BC),$37.00 hourly,"May 06, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49468415?source=searchresults
industrial mechanic,CGC Inc.,Aldergrove (BC),$35.00 to $42.00 hourly,"May 29, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49613342?source=searchresults
drywall installer supervisor,anand isher construction ltd,Delta (BC),$40.00 hourly,"June 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49659107?source=searchresults
framing carpenter,FRAME GAME CONSTRUCTION LTD.,Surrey (BC),$37.00 hourly,"June 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49659091?source=searchresults
carpenter,BLUE STAR SIDING LTD.,Surrey (BC),$37.00 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49416436?source=searchresults
carpenter,Sarbloh Exteriors Ltd.,Delta (BC),$37.00 hourly,"April 28, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49416421?source=searchresults
carpenter,KSS Drywall and Construction Ltd.,Surrey (BC),$36.60 hourly,"June 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49645350?source=searchresults
painter,KSS Drywall and Construction Ltd.,Surrey (BC),$28.00 hourly,"June 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49645334?source=searchresults
carpenter,Tru Men Constructions Ltd.,Surrey (BC),$36.60 hourly,"June 03, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49644598?source=searchresults
carpenter,FRASER FRAMING,Vancouver (BC),$37.00 hourly,"May 05, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49460189?source=searchresults
waterproofing foreman/woman,Pacific Waterproofing Ltd.,Burnaby (BC),$37.50 hourly,"April 15, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49336134?source=searchresults
carpenter supervisor,JKWG Development Inc.,Coquitlam (BC),$38.00 hourly,"April 01, 2026",https://www.jobbank.gc.ca/jobsearch/jobposting/49207207?source=searchresults
